student_id,gender,age,parental_education,family_income,internet_access,study_environment,study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,online_courses_completed,tutoring,final_exam_score,previous_gpa,pass_fail,grade_category,internet_access_enc,tutoring_enc,gender_enc,parental_education_enc,family_income_enc,study_environment_enc,pass_fail_enc,grade_A,grade_B,grade_C,grade_D,grade_F,productive_hours,study_attendance,engagement_score,disadvantage_index,social_study_ratio
S07357,Female,18,High School,Medium,Yes,Noisy,3.75,94.0,7.42,4.0,98.3,2,No,54.2,2.26,Pass,D,1,0,1,0,1,0,1,0,0,0,1,0,11.17,352.5,96.15,1,1.0666666638222222
S07358,Female,17,High School,Low,Yes,Noisy,2.87,92.8,6.09,3.5,87.7,2,No,51.8,2.04,Pass,D,1,0,1,0,0,0,1,0,0,0,1,0,8.96,266.336,90.25,2,1.2195121908727797
S07359,Female,15,Master,Low,Yes,Noisy,3.69,90.8,6.76,4.1,87.7,3,Yes,54.7,2.22,Pass,D,1,1,1,2,0,0,1,0,0,0,1,0,10.45,335.05199999999996,89.25,1,1.1111111080999698
S07360,Male,17,Bachelor,Medium,Yes,Moderate,0.92,100.0,6.08,4.0,100.0,4,No,46.0,1.72,Fail,F,1,0,0,1,1,1,0,0,0,0,0,1,7.0,92.0,100.0,1,4.3478260396975426
S07361,Male,18,Bachelor,Medium,Yes,Moderate,0.53,100.0,6.63,2.0,95.6,2,No,48.9,1.79,Fail,F,1,0,0,1,1,1,0,0,0,0,0,1,7.16,53.0,97.8,1,3.773584834460663
S07362,Male,15,High School,Low,Yes,Moderate,3.31,85.5,5.93,3.4,40.7,2,No,40.3,1.48,Fail,F,1,0,0,0,0,1,0,0,0,0,0,1,9.24,283.005,63.1,2,1.02719032922299
S07363,Male,15,Master,Low,Yes,Moderate,3.02,83.9,6.0,2.1,72.8,2,No,45.2,1.65,Fail,F,1,0,0,2,0,1,0,0,0,0,0,1,9.02,253.37800000000001,78.35,2,0.6953642361080655
S07364,Male,17,High School,Low,Yes,Moderate,5.32,70.7,7.96,0.5,86.5,3,No,59.4,2.69,Pass,D,1,0,0,0,0,1,1,0,0,0,1,0,13.280000000000001,376.124,78.6,2,0.09398496222935157
S07365,Male,17,Master,High,No,Moderate,1.35,100.0,5.61,5.3,82.8,2,Yes,23.4,1.1,Fail,F,0,1,0,2,2,1,0,0,0,0,0,1,6.960000000000001,135.0,91.4,1,3.9259258968449933
S07366,Male,18,Phd,Medium,Yes,Quiet,3.45,84.3,7.65,1.7,88.3,2,Yes,51.2,2.39,Pass,D,1,1,0,3,1,2,1,0,0,0,1,0,11.100000000000001,290.835,86.3,0,0.4927536217601344
S07367,Female,17,Bachelor,Medium,No,Quiet,3.83,78.9,7.85,4.1,100.0,2,Yes,48.6,2.19,Fail,F,0,1,1,1,1,2,0,0,0,0,0,1,11.68,302.187,89.45,1,1.0704960807558848
S07368,Female,15,Phd,High,Yes,Noisy,3.41,75.7,7.73,3.3,65.5,0,No,54.4,2.52,Pass,D,1,0,1,3,2,0,1,0,0,0,1,0,11.14,258.137,70.6,1,0.967741932645918
S07369,Male,16,Bachelor,Medium,Yes,Quiet,4.32,75.6,6.97,1.2,46.3,2,No,52.2,2.14,Pass,D,1,0,0,1,1,2,1,0,0,0,1,0,11.29,326.592,60.949999999999996,1,0.27777777713477364
S07370,Male,16,High School,Medium,Yes,Quiet,2.24,100.0,5.91,1.3,43.5,1,No,35.4,1.71,Fail,F,1,0,0,0,1,2,0,0,0,0,0,1,8.15,224.00000000000003,71.75,1,0.5803571402662627
S07371,Male,18,High School,Low,Yes,Moderate,4.0,94.0,5.45,3.1,93.8,0,Yes,61.3,2.49,Pass,D,1,1,0,0,0,1,1,0,0,0,1,0,9.45,376.0,93.9,1,0.7749999980625001
S07372,Female,17,High School,Medium,Yes,Quiet,3.67,70.1,5.82,3.1,77.6,1,Yes,42.9,1.68,Fail,F,1,1,1,0,1,2,0,0,0,0,0,1,9.49,257.267,73.85,0,0.844686646199764
S07373,Male,18,High School,Low,Yes,Quiet,4.4,70.5,5.83,1.9,57.7,2,No,47.8,1.91,Fail,F,1,0,0,0,0,2,0,0,0,0,0,1,10.23,310.20000000000005,64.1,2,0.4318181808367768
S07374,Female,16,Bachelor,Medium,No,Quiet,2.39,86.2,7.28,0.1,76.5,2,Yes,50.1,2.01,Pass,D,0,1,1,1,1,2,1,0,0,0,1,0,9.67,206.01800000000003,81.35,1,0.041841004009033456
S07375,Female,16,High School,Low,Yes,Moderate,1.58,74.8,5.58,3.7,72.8,0,No,35.9,1.16,Fail,F,1,0,1,0,0,1,0,0,0,0,0,1,7.16,118.184,73.8,2,2.341772137077392
S07376,Female,17,Master,Low,Yes,Quiet,2.25,82.5,6.79,0.0,74.7,0,Yes,59.4,2.38,Pass,D,1,1,1,2,0,2,1,0,0,0,1,0,9.04,185.625,78.6,1,0.0
S07377,Female,15,High School,Low,Yes,Moderate,1.72,100.0,7.04,3.0,51.3,1,No,46.0,1.58,Fail,F,1,0,1,0,0,1,0,0,0,0,0,1,8.76,172.0,75.65,2,1.7441860363710116
S07378,Female,17,Bachelor,Medium,Yes,Quiet,2.32,95.7,6.7,4.2,88.9,0,Yes,53.0,2.18,Pass,D,1,1,1,1,1,2,1,0,0,0,1,0,9.02,222.024,92.30000000000001,0,1.8103448197829968
S07379,Male,16,Phd,High,Yes,Quiet,2.6,67.9,6.73,0.0,90.8,6,Yes,53.8,2.34,Pass,D,1,1,0,3,2,2,1,0,0,0,1,0,9.33,176.54000000000002,79.35,0,0.0
S07380,Male,15,High School,Medium,Yes,Noisy,1.91,74.9,8.28,2.7,81.9,2,Yes,51.4,1.99,Pass,D,1,1,0,0,1,0,1,0,0,0,1,0,10.19,143.059,78.4,0,1.4136125580439136
S07381,Female,18,Bachelor,High,Yes,Moderate,3.01,87.5,7.5,1.9,78.9,1,No,66.7,2.71,Pass,C,1,0,1,1,2,1,1,0,0,1,0,0,10.51,263.375,83.2,1,0.6312292337832917
S07382,Male,16,Master,Medium,Yes,Moderate,1.59,96.3,7.7,2.8,82.7,0,No,52.8,1.95,Pass,D,1,0,0,2,1,1,1,0,0,0,1,0,9.290000000000001,153.117,89.5,1,1.7610062782326648
S07383,Female,18,High School,Medium,Yes,Quiet,2.91,76.8,6.63,4.0,80.7,1,No,42.6,1.58,Fail,F,1,0,1,0,1,2,0,0,0,0,0,1,9.54,223.488,78.75,1,1.3745704420117855
S07384,Female,15,Bachelor,Low,Yes,Quiet,2.41,88.7,7.78,0.5,53.4,1,No,50.3,1.55,Pass,D,1,0,1,1,0,2,1,0,0,0,1,0,10.190000000000001,213.76700000000002,71.05,2,0.20746887880718307
S07385,Male,18,High School,High,Yes,Noisy,2.85,80.5,7.3,2.2,67.4,0,Yes,53.9,2.62,Pass,D,1,1,0,0,2,0,1,0,0,0,1,0,10.15,229.425,73.95,0,0.7719298218528778
S07386,Male,16,Master,Low,Yes,Quiet,3.47,100.0,7.21,2.3,83.2,3,No,57.4,2.03,Pass,D,1,0,0,2,0,2,1,0,0,0,1,0,10.68,347.0,91.6,2,0.6628242055826391
S07387,Male,17,Bachelor,Medium,Yes,Noisy,2.5,91.2,6.61,0.0,69.0,0,Yes,34.1,1.27,Fail,F,1,1,0,1,1,0,0,0,0,0,0,1,9.11,228.0,80.1,0,0.0
S07388,Male,18,Bachelor,Medium,No,Moderate,2.07,83.1,7.24,3.4,93.3,3,No,44.2,2.09,Fail,F,0,0,0,1,1,1,0,0,0,0,0,1,9.31,172.01699999999997,88.19999999999999,2,1.6425120693598452
S07389,Male,16,Master,Medium,Yes,Moderate,2.21,70.1,9.11,4.9,59.7,3,No,25.4,1.3,Fail,F,1,0,0,2,1,1,0,0,0,0,0,1,11.32,154.921,64.9,1,2.2171945601031924
S07390,Female,16,High School,Low,Yes,Moderate,4.23,74.4,7.6,3.5,100.0,3,No,58.4,2.49,Pass,D,1,0,1,0,0,1,1,0,0,0,1,0,11.83,314.71200000000005,87.2,2,0.8274231658926166
S07391,Male,15,Master,Medium,Yes,Moderate,4.53,59.7,8.71,2.7,100.0,4,Yes,45.9,1.78,Fail,F,1,1,0,2,1,1,0,0,0,0,0,1,13.240000000000002,270.44100000000003,79.85,0,0.5960264887504935
S07392,Male,16,Master,High,Yes,Quiet,2.38,87.7,5.11,3.8,75.8,2,No,45.3,1.64,Fail,F,1,0,0,2,2,2,0,0,0,0,0,1,7.49,208.726,81.75,1,1.596638648753619
S07393,Male,17,Master,High,Yes,Moderate,2.81,91.7,7.07,1.6,57.5,2,No,38.1,1.67,Fail,F,1,0,0,2,2,1,0,0,0,0,0,1,9.88,257.677,74.6,1,0.5693950157672776
S07394,Female,17,Master,High,Yes,Noisy,0.95,92.2,7.82,1.2,72.0,1,Yes,58.2,2.14,Pass,D,1,1,1,2,2,0,1,0,0,0,1,0,8.77,87.59,82.1,0,1.2631578814404434
S07395,Male,18,Bachelor,Medium,Yes,Quiet,2.78,78.9,7.39,3.3,98.2,0,Yes,45.4,1.61,Fail,F,1,1,0,1,1,2,0,0,0,0,0,1,10.17,219.342,88.55000000000001,0,1.187050355442265
S07396,Female,18,Phd,Medium,Yes,Quiet,1.26,97.8,7.52,2.8,74.9,2,Yes,33.2,1.48,Fail,F,1,1,1,3,1,2,0,0,0,0,0,1,8.78,123.228,86.35,0,2.222222204585538
S07397,Male,18,High School,Low,Yes,Quiet,2.41,100.0,6.61,3.0,85.9,2,Yes,45.4,2.13,Fail,F,1,1,0,0,0,2,0,0,0,0,0,1,9.02,241.0,92.95,1,1.2448132728430985
S07398,Male,18,Bachelor,High,No,Moderate,4.29,78.3,8.21,1.2,80.8,2,Yes,62.1,2.09,Pass,D,0,1,0,1,2,1,1,0,0,0,1,0,12.5,335.907,79.55,1,0.2797202790682511
S07399,Female,17,High School,Medium,Yes,Quiet,1.2,96.8,5.4,0.2,88.6,1,Yes,54.0,1.9,Pass,D,1,1,1,0,1,2,1,0,0,0,1,0,6.6000000000000005,116.16,92.69999999999999,0,0.16666666527777782
S07400,Male,15,Phd,Medium,Yes,Noisy,1.92,86.4,6.85,0.9,87.5,1,No,41.7,1.89,Fail,F,1,0,0,3,1,0,0,0,0,0,0,1,8.77,165.888,86.95,1,0.4687499975585938
S07401,Male,18,Bachelor,High,Yes,Moderate,1.92,79.7,7.12,1.2,75.6,0,No,51.6,2.05,Pass,D,1,0,0,1,2,1,1,0,0,0,1,0,9.04,153.024,77.65,1,0.6249999967447917
S07402,Female,15,Master,Medium,Yes,Noisy,1.0,97.3,6.43,0.0,100.0,1,Yes,47.1,1.73,Fail,F,1,1,1,2,1,0,0,0,0,0,0,1,7.43,97.3,98.65,0,0.0
S07403,Male,16,High School,Medium,Yes,Noisy,4.04,72.9,7.03,3.2,87.6,1,No,51.1,2.18,Pass,D,1,0,0,0,1,0,1,0,0,0,1,0,11.07,294.516,80.25,1,0.7920792059602
S07404,Female,16,Master,Low,Yes,Quiet,3.33,70.2,5.04,0.6,97.7,1,Yes,52.7,2.11,Pass,D,1,1,1,2,0,2,1,0,0,0,1,0,8.370000000000001,233.76600000000002,83.95,1,0.18018017963909855
S07405,Female,18,Master,Medium,Yes,Quiet,5.17,81.0,5.7,0.5,76.3,1,No,64.2,2.74,Pass,D,1,0,1,2,1,2,1,0,0,0,1,0,10.870000000000001,418.77,78.65,1,0.09671179865239497
S07406,Female,16,Bachelor,High,Yes,Noisy,1.81,82.7,8.27,2.1,77.5,1,Yes,43.8,1.58,Fail,F,1,1,1,1,2,0,0,0,0,0,0,1,10.08,149.687,80.1,0,1.1602209880650776
S07407,Female,15,High School,Medium,No,Moderate,0.87,68.6,7.24,1.1,100.0,1,Yes,35.5,1.31,Fail,F,0,1,1,0,1,1,0,0,0,0,0,1,8.11,59.681999999999995,84.3,1,1.2643678015589908
S07408,Female,15,Bachelor,Low,Yes,Quiet,4.13,89.9,6.62,0.1,79.4,3,No,68.6,2.68,Pass,C,1,0,1,1,0,2,1,0,0,1,0,0,10.75,371.28700000000003,84.65,2,0.02421307500190539
S07409,Male,16,High School,Low,Yes,Noisy,2.57,77.2,7.98,0.3,98.8,0,No,70.3,2.57,Pass,C,1,0,0,0,0,0,1,0,0,1,0,0,10.55,198.404,88.0,2,0.1167315170555194
S07410,Male,18,Bachelor,Medium,Yes,Moderate,2.44,71.9,8.39,3.3,58.2,3,No,22.6,0.95,Fail,F,1,0,0,1,1,1,0,0,0,0,0,1,10.83,175.436,65.05000000000001,1,1.3524590108505778
S07411,Male,15,High School,Medium,Yes,Quiet,4.77,91.5,8.81,2.0,85.4,2,No,53.8,2.07,Pass,D,1,0,0,0,1,2,1,0,0,0,1,0,13.58,436.455,88.45,1,0.41928721086103315
S07412,Female,15,High School,Low,Yes,Moderate,3.2,80.7,5.11,0.2,73.9,2,No,53.4,2.3,Pass,D,1,0,1,0,0,1,1,0,0,0,1,0,8.31,258.24,77.30000000000001,2,0.062499999804687505
S07413,Female,17,High School,Medium,No,Noisy,4.09,95.6,8.38,4.7,100.0,3,No,56.0,2.48,Pass,D,0,0,1,0,1,0,1,0,0,0,1,0,12.47,391.00399999999996,97.8,2,1.149144251469085
S07414,Female,18,High School,Medium,No,Quiet,2.25,89.6,5.84,1.4,69.9,2,No,42.3,1.66,Fail,F,0,0,1,0,1,2,0,0,0,0,0,1,8.09,201.6,79.75,2,0.6222222194567901
S07415,Female,17,High School,Medium,Yes,Quiet,2.13,83.0,7.3,3.3,73.6,1,No,61.4,2.79,Pass,D,1,0,1,0,1,2,1,0,0,0,1,0,9.43,176.79,78.3,1,1.5492957673741983
S07416,Male,16,Master,Low,Yes,Quiet,2.56,96.0,7.61,2.3,88.7,1,Yes,47.1,1.98,Fail,F,1,1,0,2,0,2,0,0,0,0,0,1,10.17,245.76,92.35,1,0.8984374964904784
S07417,Male,16,Bachelor,Medium,No,Noisy,3.8,89.2,8.61,2.6,64.2,5,No,44.9,1.44,Fail,F,0,0,0,1,1,0,0,0,0,0,0,1,12.41,338.96,76.7,2,0.6842105245152356
S07418,Female,17,High School,Medium,Yes,Moderate,3.06,84.8,7.47,2.5,81.9,2,No,49.5,2.07,Fail,F,1,0,1,0,1,1,0,0,0,0,0,1,10.53,259.488,83.35,1,0.8169934613823743
S07419,Female,18,Bachelor,Medium,Yes,Moderate,3.56,90.1,7.28,0.4,71.0,0,No,66.5,2.73,Pass,C,1,0,1,1,1,1,1,0,0,1,0,0,10.84,320.756,80.55,1,0.11235955024618105
S07420,Male,15,Bachelor,High,Yes,Moderate,0.5,90.4,6.16,5.9,82.1,1,Yes,43.1,1.68,Fail,F,1,1,0,1,2,1,0,0,0,0,0,1,6.66,45.2,86.25,0,11.799999764000004
S07421,Female,16,Master,Low,Yes,Quiet,0.74,74.1,5.31,1.4,78.6,1,Yes,40.4,1.53,Fail,F,1,1,1,2,0,2,0,0,0,0,0,1,6.05,54.833999999999996,76.35,1,1.8918918663257853
S07422,Female,18,High School,Medium,No,Moderate,0.5,100.0,6.14,3.7,100.0,2,Yes,33.0,1.32,Fail,F,0,1,1,0,1,1,0,0,0,0,0,1,6.64,50.0,100.0,1,7.399999852000002
S07423,Female,18,High School,Medium,Yes,Noisy,2.54,85.7,8.41,1.3,86.9,3,No,53.7,2.45,Pass,D,1,0,1,0,1,0,1,0,0,0,1,0,10.95,217.678,86.30000000000001,1,0.5118110216070433
S07424,Male,16,Phd,Medium,Yes,Moderate,1.32,85.9,7.03,0.8,60.4,3,Yes,33.5,1.34,Fail,F,1,1,0,3,1,1,0,0,0,0,0,1,8.35,113.38800000000002,73.15,0,0.6060606014692379
S07425,Male,16,High School,Medium,Yes,Noisy,5.03,67.4,8.66,4.6,66.2,2,No,52.6,2.08,Pass,D,1,0,0,0,1,0,1,0,0,0,1,0,13.690000000000001,339.02200000000005,66.80000000000001,1,0.9145129206470916
S07426,Female,18,High School,Low,No,Moderate,2.97,86.3,6.28,4.8,73.4,1,No,51.9,2.18,Pass,D,0,0,1,0,0,1,1,0,0,0,1,0,9.25,256.31100000000004,79.85,3,1.6161616107199945
S07427,Male,15,High School,Medium,Yes,Quiet,3.26,86.7,7.79,3.2,69.5,2,No,33.7,0.93,Fail,F,1,0,0,0,1,2,0,0,0,0,0,1,11.05,282.642,78.1,1,0.9815950890135121
S07428,Female,17,High School,Medium,Yes,Moderate,1.69,73.5,7.17,3.7,100.0,0,Yes,32.4,1.06,Fail,F,1,1,1,0,1,1,0,0,0,0,0,1,8.86,124.21499999999999,86.75,0,2.189349099471307
S07429,Female,16,Phd,Medium,Yes,Quiet,1.65,74.6,8.3,0.6,71.6,0,No,37.7,1.24,Fail,F,1,0,1,3,1,2,0,0,0,0,0,1,9.950000000000001,123.08999999999999,73.1,1,0.36363636143250694
S07430,Male,17,High School,Low,Yes,Moderate,4.86,76.0,6.78,3.5,79.4,5,No,58.6,1.72,Pass,D,1,0,0,0,0,1,1,0,0,0,1,0,11.64,369.36,77.7,2,0.7201646075716778
S07431,Female,18,Master,Low,Yes,Moderate,5.14,82.0,6.87,3.5,89.0,2,No,48.9,2.03,Fail,F,1,0,1,2,0,1,0,0,0,0,0,1,12.01,421.47999999999996,85.5,2,0.6809338508153039
S07432,Female,17,Phd,Medium,Yes,Noisy,3.5,87.1,8.22,3.2,100.0,2,No,58.7,2.41,Pass,D,1,0,1,3,1,0,1,0,0,0,1,0,11.72,304.84999999999997,93.55,1,0.9142857116734695
S07433,Male,15,Bachelor,Low,Yes,Quiet,0.56,82.8,4.91,5.0,77.8,2,Yes,42.4,2.29,Fail,F,1,1,0,1,0,2,0,0,0,0,0,1,5.470000000000001,46.368,80.3,1,8.928571269132654
S07434,Female,18,High School,Medium,Yes,Noisy,2.49,88.0,6.86,0.0,100.0,2,No,52.5,2.08,Pass,D,1,0,1,0,1,0,1,0,0,0,1,0,9.350000000000001,219.12,94.0,1,0.0
S07435,Female,15,High School,Low,Yes,Noisy,3.38,91.8,5.34,2.2,73.5,1,No,58.8,2.51,Pass,D,1,0,1,0,0,0,1,0,0,0,1,0,8.719999999999999,310.284,82.65,2,0.6508875720387942
S07436,Female,18,Bachelor,Medium,Yes,Quiet,2.73,90.4,6.97,4.7,94.6,4,Yes,50.1,2.0,Pass,D,1,1,1,1,1,2,1,0,0,0,1,0,9.7,246.792,92.5,0,1.7216117153054518
S07437,Male,15,Bachelor,High,Yes,Noisy,0.5,88.6,6.58,0.8,67.4,0,Yes,43.9,2.17,Fail,F,1,1,0,1,2,0,0,0,0,0,0,1,7.08,44.3,78.0,0,1.5999999680000005
S07438,Female,18,Bachelor,Medium,Yes,Quiet,5.22,87.9,7.6,3.5,92.0,3,Yes,64.8,3.01,Pass,D,1,1,1,1,1,2,1,0,0,0,1,0,12.82,458.838,89.95,0,0.6704980830067087
S07439,Male,15,Bachelor,Medium,Yes,Quiet,2.0,87.9,7.47,1.8,74.4,1,No,46.5,2.15,Fail,F,1,0,0,1,1,2,0,0,0,0,0,1,9.469999999999999,175.8,81.15,1,0.8999999955000001
S07440,Female,18,Master,High,Yes,Noisy,1.39,83.5,6.71,2.6,93.7,1,No,36.4,1.55,Fail,F,1,0,1,2,2,0,0,0,0,0,0,1,8.1,116.065,88.6,1,1.8705035836654422
S07441,Female,15,Bachelor,Medium,Yes,Quiet,2.96,78.4,6.04,0.9,92.1,2,No,44.4,2.1,Fail,F,1,0,1,1,1,2,0,0,0,0,0,1,9.0,232.06400000000002,85.25,1,0.3040540530268444
S07442,Female,18,Bachelor,Medium,Yes,Moderate,4.42,84.1,7.08,5.9,89.4,1,Yes,30.5,1.16,Fail,F,1,1,1,1,1,1,0,0,0,0,0,1,11.5,371.722,86.75,0,1.3348416259392724
S07443,Female,15,Master,High,Yes,Moderate,3.62,91.5,8.31,0.8,86.4,3,No,59.1,2.24,Pass,D,1,0,1,2,2,1,1,0,0,0,1,0,11.93,331.23,88.95,1,0.2209944745276396
S07444,Male,16,High School,Medium,Yes,Quiet,1.42,91.5,6.02,2.3,72.8,2,No,40.4,1.59,Fail,F,1,0,0,0,1,2,0,0,0,0,0,1,7.4399999999999995,129.93,82.15,1,1.619718298452688
S07445,Male,17,High School,Medium,Yes,Moderate,1.22,90.1,5.5,2.1,90.9,0,No,38.8,1.53,Fail,F,1,0,0,0,1,1,0,0,0,0,0,1,6.72,109.922,90.5,1,1.7213114613007259
S07446,Female,18,High School,Medium,Yes,Quiet,0.5,80.2,5.16,4.1,56.0,4,No,27.1,1.51,Fail,F,1,0,1,0,1,2,0,0,0,0,0,1,5.66,40.1,68.1,1,8.199999836000002
S07447,Female,15,High School,High,Yes,Quiet,2.65,82.8,5.47,2.6,100.0,1,Yes,37.0,1.63,Fail,F,1,1,1,0,2,2,0,0,0,0,0,1,8.12,219.42,91.4,0,0.981132071769313
S07448,Female,16,Bachelor,Low,Yes,Noisy,2.43,82.9,6.99,0.1,89.7,3,Yes,65.7,2.66,Pass,C,1,1,1,1,0,0,1,0,0,1,0,0,9.42,201.44700000000003,86.30000000000001,1,0.04115226320513472
S07449,Female,18,High School,Low,Yes,Noisy,3.62,78.9,5.59,1.5,88.1,6,Yes,62.0,2.18,Pass,D,1,1,1,0,0,0,1,0,0,0,1,0,9.21,285.61800000000005,83.5,1,0.4143646397393242
S07450,Female,18,Bachelor,Low,Yes,Moderate,2.18,93.9,6.63,0.0,87.1,3,No,67.3,2.67,Pass,C,1,0,1,1,0,1,1,0,0,1,0,0,8.81,204.70200000000003,90.5,2,0.0
S07451,Female,18,Phd,Low,Yes,Quiet,4.17,66.6,7.46,2.6,68.8,5,No,48.4,2.18,Fail,F,1,0,1,3,0,2,0,0,0,0,0,1,11.629999999999999,277.722,67.69999999999999,2,0.6235011975455608
S07452,Female,17,High School,Medium,Yes,Moderate,3.79,100.0,4.87,5.2,71.1,2,No,58.4,2.05,Pass,D,1,0,1,0,1,1,1,0,0,0,1,0,8.66,379.0,85.55,1,1.3720316586489931
S07453,Female,15,Bachelor,High,Yes,Noisy,2.13,100.0,7.99,2.2,83.6,3,Yes,54.6,2.61,Pass,D,1,1,1,1,2,0,1,0,0,0,1,0,10.120000000000001,213.0,91.8,0,1.0328638449161323
S07454,Male,15,High School,Medium,Yes,Quiet,3.47,85.5,8.43,3.0,72.7,3,Yes,54.8,2.41,Pass,D,1,1,0,0,1,2,1,0,0,0,1,0,11.9,296.685,79.1,0,0.8645533116295293
S07455,Male,18,High School,Low,Yes,Quiet,4.59,89.1,8.86,4.2,62.2,2,No,56.8,2.16,Pass,D,1,0,0,0,0,2,1,0,0,0,1,0,13.45,408.96899999999994,75.65,2,0.915032677745027
S07456,Male,18,Bachelor,Medium,Yes,Noisy,1.85,93.5,8.47,1.5,78.8,3,No,48.2,2.07,Fail,F,1,0,0,1,1,0,0,0,0,0,0,1,10.32,172.975,86.15,1,0.8108108064280497
S07457,Female,18,Master,Medium,Yes,Moderate,2.74,77.4,9.41,4.1,85.3,2,No,54.4,2.21,Pass,D,1,0,1,2,1,1,1,0,0,0,1,0,12.15,212.07600000000002,81.35,1,1.4963503595023708
S07458,Female,16,High School,Medium,Yes,Quiet,2.72,90.7,7.23,5.4,79.8,2,No,36.5,1.3,Fail,F,1,0,1,0,1,2,0,0,0,0,0,1,9.950000000000001,246.70400000000004,85.25,1,1.9852941103481834
S07459,Female,18,High School,Medium,No,Quiet,2.57,98.2,7.81,0.0,95.8,2,No,69.5,2.98,Pass,C,0,0,1,0,1,2,1,0,0,1,0,0,10.379999999999999,252.374,97.0,2,0.0
S07460,Male,17,High School,High,No,Noisy,3.96,67.0,6.75,4.2,82.5,2,No,57.8,2.45,Pass,D,0,0,0,0,2,0,1,0,0,0,1,0,10.71,265.32,74.75,2,1.0606060579277625
S07461,Female,15,High School,Medium,Yes,Moderate,4.06,70.6,7.66,0.3,100.0,3,No,54.1,2.26,Pass,D,1,0,1,0,1,1,1,0,0,0,1,0,11.719999999999999,286.63599999999997,85.3,1,0.07389162543376447
S07462,Male,17,High School,Low,Yes,Quiet,3.49,92.5,7.14,1.3,100.0,1,Yes,61.2,2.37,Pass,D,1,1,0,0,0,2,1,0,0,0,1,0,10.629999999999999,322.82500000000005,96.25,1,0.37249283560890306
S07463,Female,18,Bachelor,Medium,Yes,Noisy,3.43,82.3,5.34,4.2,78.0,3,No,48.0,1.91,Fail,F,1,0,1,1,1,0,0,0,0,0,0,1,8.77,282.289,80.15,1,1.2244897923484264
S07464,Male,16,High School,Medium,Yes,Noisy,2.33,81.1,5.5,3.0,63.3,5,Yes,52.9,2.37,Pass,D,1,1,0,0,1,0,1,0,0,0,1,0,7.83,188.963,72.19999999999999,0,1.2875536425426881
S07465,Male,18,Bachelor,Medium,Yes,Quiet,3.4,81.7,8.81,1.8,62.8,1,No,50.1,1.63,Pass,D,1,0,0,1,1,2,1,0,0,0,1,0,12.21,277.78000000000003,72.25,1,0.529411763148789
S07466,Male,18,Bachelor,Low,Yes,Moderate,1.46,73.7,7.16,5.9,79.3,2,No,25.2,0.71,Fail,F,1,0,0,1,0,1,0,0,0,0,0,1,8.620000000000001,107.602,76.5,2,4.04109586273222
S07467,Female,18,Bachelor,Low,Yes,Quiet,5.97,80.9,8.42,2.0,92.0,2,No,66.4,2.77,Pass,C,1,0,1,1,0,2,1,0,0,1,0,0,14.39,482.973,86.45,2,0.3350083746482272
S07468,Male,18,High School,Medium,Yes,Moderate,4.62,71.8,6.43,4.1,74.8,4,No,44.5,2.13,Fail,F,1,0,0,0,1,1,0,0,0,0,0,1,11.05,331.716,73.3,1,0.8874458855250088
S07469,Female,18,Phd,Medium,Yes,Quiet,4.15,98.1,6.11,2.0,80.4,3,Yes,50.2,2.02,Pass,D,1,1,1,3,1,2,1,0,0,0,1,0,10.260000000000002,407.115,89.25,0,0.48192770968210186
S07470,Female,15,High School,Medium,Yes,Quiet,3.49,86.3,6.91,3.2,72.2,1,No,60.3,2.73,Pass,D,1,0,1,0,1,2,1,0,0,0,1,0,10.4,301.187,79.25,1,0.9169054414988382
S07471,Female,17,Master,High,No,Moderate,3.49,86.1,7.79,3.2,75.2,2,Yes,47.5,2.06,Fail,F,0,1,1,2,2,1,0,0,0,0,0,1,11.280000000000001,300.489,80.65,1,0.9169054414988382
S07472,Female,16,High School,High,No,Moderate,0.97,91.7,8.39,2.6,81.6,3,No,31.7,1.26,Fail,F,0,0,1,0,2,1,0,0,0,0,0,1,9.360000000000001,88.949,86.65,2,2.6804123435009037
S07473,Female,18,Bachelor,Low,Yes,Quiet,1.49,100.0,7.19,0.4,94.6,4,No,40.2,1.53,Fail,F,1,0,1,1,0,2,0,0,0,0,0,1,8.68,149.0,97.3,2,0.26845637403720557
S07474,Male,16,High School,Medium,No,Quiet,1.64,74.5,7.65,2.9,94.0,2,No,51.8,1.84,Pass,D,0,0,0,0,1,2,1,0,0,0,1,0,9.290000000000001,122.17999999999999,84.25,2,1.768292672144557
S07475,Female,15,High School,Low,Yes,Noisy,3.07,66.6,6.86,1.6,46.5,5,Yes,43.1,1.88,Fail,F,1,1,1,0,0,0,0,0,0,0,0,1,9.93,204.46199999999996,56.55,1,0.5211726367388514
S07476,Female,17,High School,Medium,Yes,Quiet,2.66,84.7,8.46,1.8,90.2,1,No,71.7,2.85,Pass,C,1,0,1,0,1,2,1,0,0,1,0,0,11.120000000000001,225.30200000000002,87.45,1,0.6766917267793544
S07477,Female,18,High School,Medium,Yes,Moderate,3.97,66.7,8.47,3.4,89.7,2,Yes,50.7,2.17,Pass,D,1,1,1,0,1,1,1,0,0,0,1,0,12.440000000000001,264.79900000000004,78.2,0,0.8564231716462892
S07478,Female,15,Master,Low,Yes,Quiet,1.84,81.6,6.21,3.3,78.7,2,No,42.1,1.69,Fail,F,1,0,1,2,0,2,0,0,0,0,0,1,8.05,150.144,80.15,2,1.7934782511224008
