student_id,gender,age,parental_education,family_income,internet_access,study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,participation_score,online_courses_completed,tutoring,math_score,reading_score,writing_score,science_score,final_exam_score,previous_gpa,pass_fail,grade_category,gender_encoded,internet_access_encoded,tutoring_encoded,pass_fail_encoded,parental_education_encoded,family_income_encoded,grade_category_encoded,study_environment_Moderate,study_environment_Noisy,study_environment_Quiet,avg_subject_score,study_efficiency,engagement_score,academic_risk,sleep_quality,total_learning_hours,subject_score_range
S09309,Female,15,Master,High,Yes,2.1,84.5,5.71,5.0,97.1,73.0,6,No,39.8,47.5,32.2,47.4,43.7,2.1,Fail,F,0,1,0,0,2,2,0,0,0,1,41.725,0.411764705882353,84.86666666666666,0,0,5.1,15.299999999999997
S09310,Male,18,Bachelor,Low,Yes,4.57,89.1,6.23,2.2,88.4,81.4,2,Yes,79.7,75.9,82.5,73.9,77.6,3.14,Pass,C,1,1,1,1,1,0,2,0,0,1,78.0,1.9869565217391303,86.3,0,1,5.57,8.599999999999994
S09311,Male,16,Master,Medium,Yes,2.3,72.3,7.82,3.0,81.4,71.2,0,No,35.4,46.4,52.4,34.4,39.6,1.73,Fail,F,1,1,0,0,2,1,0,1,0,0,42.15,0.7419354838709676,74.96666666666667,0,2,2.3,18.0
S09312,Male,17,Bachelor,Medium,Yes,4.33,77.3,9.14,1.1,70.4,84.3,2,No,79.9,74.0,61.9,55.5,71.1,3.12,Pass,C,1,1,0,1,1,1,2,1,0,0,67.825,3.608333333333333,77.33333333333334,0,1,5.33,24.400000000000006
S09313,Male,16,High School,Medium,Yes,5.72,84.9,7.0,1.7,67.2,70.2,4,No,88.0,53.5,70.5,69.7,70.2,2.88,Pass,C,1,1,0,1,0,1,2,1,0,0,70.425,3.1777777777777776,74.10000000000001,0,2,7.72,34.5
S09314,Female,15,High School,Medium,No,2.11,75.9,6.28,1.1,87.6,100.0,3,No,59.4,53.4,48.0,65.2,58.6,2.56,Pass,D,0,0,0,1,0,1,1,0,0,1,56.5,1.7583333333333329,87.83333333333333,0,1,3.61,17.200000000000003
S09315,Male,18,High School,Medium,Yes,5.96,81.7,8.23,4.4,56.9,71.1,2,No,72.3,59.5,77.0,72.2,69.6,3.19,Pass,C,1,1,0,1,0,1,2,0,1,0,70.25,1.3244444444444445,69.89999999999999,0,2,6.96,17.5
S09316,Male,17,PhD,Low,Yes,3.02,100.0,6.38,1.5,69.9,69.2,2,No,59.2,45.1,57.1,49.4,50.8,2.03,Pass,D,1,1,0,1,3,0,1,1,0,0,52.7,1.8875,79.7,0,1,4.02,14.100000000000001
S09317,Female,16,High School,Medium,Yes,2.24,69.9,6.56,1.4,90.5,60.0,4,Yes,57.6,43.2,45.6,43.3,47.6,2.33,Fail,F,0,1,1,0,0,1,0,1,0,0,47.425,1.4933333333333334,73.46666666666667,0,1,4.24,14.399999999999999
S09318,Male,17,PhD,Medium,Yes,2.64,99.2,7.42,1.2,58.9,87.0,0,No,56.3,52.8,51.8,43.4,51.4,2.24,Pass,D,1,1,0,1,3,1,1,1,0,0,51.074999999999996,2.0307692307692307,81.7,0,2,2.64,12.899999999999999
S09319,Female,16,PhD,Low,Yes,2.52,88.4,8.14,3.1,59.6,85.8,2,No,44.1,61.1,47.3,58.2,53.6,2.07,Pass,D,0,1,0,1,3,0,1,0,0,1,52.675,0.7875,77.93333333333334,0,2,3.52,17.0
S09320,Male,16,PhD,Medium,Yes,4.68,72.8,7.07,3.4,87.8,93.9,3,No,52.3,68.0,78.1,58.2,63.4,2.43,Pass,D,1,1,0,1,3,1,1,0,1,0,64.14999999999999,1.337142857142857,84.83333333333333,0,2,6.18,25.799999999999997
S09321,Male,15,Bachelor,Medium,Yes,4.58,91.8,6.65,0.0,76.0,89.6,4,Yes,74.4,73.4,77.5,68.4,72.6,2.96,Pass,C,1,1,1,1,1,1,2,0,0,1,73.42500000000001,45.8,85.8,0,1,6.58,9.099999999999994
S09322,Male,15,PhD,Medium,Yes,4.57,85.4,9.32,2.6,100.0,70.7,4,No,65.1,57.4,63.5,68.1,63.4,2.63,Pass,D,1,1,0,1,3,1,1,1,0,0,63.525,1.6925925925925926,85.36666666666667,0,1,6.57,10.699999999999996
S09323,Male,16,High School,Low,Yes,1.44,97.1,6.33,3.0,75.4,52.4,2,No,25.0,29.1,12.9,19.5,26.8,1.01,Fail,F,1,1,0,0,0,0,0,1,0,0,21.625,0.46451612903225803,74.96666666666667,1,1,2.44,16.200000000000003
S09324,Male,18,High School,High,Yes,3.23,91.6,6.44,4.6,56.7,72.8,2,No,36.2,53.5,47.4,34.3,44.3,1.57,Fail,F,1,1,0,0,0,2,0,0,1,0,42.849999999999994,0.6872340425531915,73.70000000000002,0,1,4.23,19.200000000000003
S09325,Male,17,High School,Medium,Yes,1.14,87.0,6.61,0.7,97.0,85.7,2,Yes,43.8,48.3,45.6,40.8,43.6,1.44,Fail,F,1,1,1,0,0,1,0,1,0,0,44.625,1.425,89.9,1,1,2.1399999999999997,7.5
S09326,Female,17,Master,Medium,Yes,4.21,81.9,7.55,0.8,60.1,68.9,3,No,52.8,71.7,66.3,66.6,62.4,2.03,Pass,D,0,1,0,1,2,1,1,1,0,0,64.35,4.677777777777778,70.3,0,2,5.71,18.900000000000006
S09327,Male,15,High School,Low,Yes,2.42,96.7,6.53,3.5,64.9,63.6,1,Yes,47.9,31.9,69.3,37.1,46.3,1.8,Fail,F,1,1,1,0,0,0,0,0,1,0,46.55,0.6722222222222222,75.06666666666668,0,1,2.92,37.4
S09328,Female,18,Bachelor,Medium,Yes,3.6,81.1,7.82,2.4,75.0,65.4,2,No,39.2,55.8,44.7,61.9,51.5,2.25,Pass,D,0,1,0,1,1,1,1,0,1,0,50.4,1.44,73.83333333333333,0,2,4.6,22.699999999999996
S09329,Female,16,High School,High,No,2.4,71.0,6.95,4.6,82.4,89.2,4,No,43.2,42.1,29.6,32.9,38.3,1.63,Fail,F,0,0,0,0,0,2,0,0,0,1,36.95,0.5106382978723405,80.86666666666667,0,1,4.4,13.600000000000001
S09330,Male,15,High School,Medium,No,0.89,66.0,6.68,4.2,85.7,64.7,4,Yes,25.5,33.4,16.6,28.1,27.1,0.78,Fail,F,1,0,1,0,0,1,0,0,0,1,25.9,0.20697674418604653,72.13333333333333,1,1,2.89,16.799999999999997
S09331,Female,16,High School,Medium,Yes,4.06,72.6,6.44,2.9,94.4,80.3,0,Yes,70.9,67.6,49.3,59.1,62.1,2.43,Pass,D,0,1,1,1,0,1,1,1,0,0,61.725,1.3533333333333333,82.43333333333332,0,1,4.06,21.60000000000001
S09332,Male,16,Master,Medium,Yes,4.15,93.0,6.97,2.4,41.4,83.6,2,No,66.0,62.1,56.5,50.5,58.1,2.74,Pass,D,1,1,0,1,2,1,1,0,1,0,58.775,1.6600000000000001,72.66666666666667,0,1,5.15,15.5
S09333,Female,15,Bachelor,Medium,Yes,3.17,81.4,7.45,2.3,65.9,78.8,1,Yes,48.5,54.4,53.0,62.4,55.1,2.1,Pass,D,0,1,1,1,1,1,1,1,0,0,54.575,1.3208333333333333,75.36666666666667,0,2,3.67,13.899999999999999
S09334,Male,18,Master,Low,Yes,0.5,77.3,6.96,2.5,95.9,60.4,0,No,31.6,23.7,22.1,15.3,23.9,0.88,Fail,F,1,1,0,0,2,0,0,0,0,1,23.175,0.1923076923076923,77.86666666666667,1,1,0.5,16.3
S09335,Female,17,Bachelor,Medium,Yes,3.9,80.7,7.23,2.6,66.6,65.9,1,No,64.0,69.0,58.3,55.1,59.9,2.17,Pass,D,0,1,0,1,1,1,1,1,0,0,61.6,1.4444444444444444,71.06666666666666,0,2,4.4,13.899999999999999
S09336,Female,15,PhD,Medium,Yes,2.11,93.3,6.22,4.6,79.2,46.2,1,No,42.5,34.9,28.2,36.5,34.0,1.13,Fail,F,0,1,0,0,3,1,0,0,0,1,35.525000000000006,0.448936170212766,72.9,0,1,2.61,14.3
S09337,Male,18,Bachelor,Low,Yes,3.62,91.3,6.28,0.0,100.0,64.3,2,No,56.9,73.5,54.6,52.8,61.8,2.35,Pass,D,1,1,0,1,1,0,1,1,0,0,59.45,36.199999999999996,85.2,0,1,4.62,20.700000000000003
S09338,Female,16,Bachelor,Medium,Yes,2.41,86.6,7.0,1.9,77.4,44.0,1,Yes,44.8,47.3,43.3,46.4,43.2,1.42,Fail,F,0,1,1,0,1,1,0,0,0,1,45.449999999999996,1.205,69.33333333333334,0,2,2.91,4.0
S09339,Male,15,Bachelor,High,Yes,2.53,79.0,7.12,2.8,76.1,85.5,6,No,58.5,34.7,35.5,46.2,45.6,1.88,Fail,F,1,1,0,0,1,2,0,1,0,0,43.724999999999994,0.8724137931034482,80.19999999999999,0,2,5.529999999999999,23.799999999999997
S09340,Male,17,Bachelor,Medium,Yes,3.6,81.1,7.05,1.6,77.6,50.8,3,No,48.6,66.6,60.0,58.2,58.3,2.52,Pass,D,1,1,0,1,1,1,1,0,1,0,58.349999999999994,2.1176470588235294,69.83333333333333,0,2,5.1,17.999999999999993
S09341,Male,17,Master,Medium,Yes,2.01,83.7,6.41,2.1,99.3,54.0,3,No,45.1,41.3,50.2,39.9,42.4,1.49,Fail,F,1,1,0,0,2,1,0,1,0,0,44.12500000000001,0.9136363636363635,79.0,0,1,3.51,10.300000000000004
S09342,Male,16,Bachelor,High,Yes,2.8,76.1,7.07,1.8,56.0,65.6,5,No,13.9,38.1,37.8,26.3,28.8,0.86,Fail,F,1,1,0,0,1,2,0,0,0,1,29.025,1.4736842105263155,65.89999999999999,0,2,5.3,24.200000000000003
S09343,Male,15,Master,Low,Yes,3.61,83.9,7.03,4.5,100.0,62.0,1,Yes,72.6,54.3,62.0,53.4,62.6,2.34,Pass,D,1,1,1,1,2,0,1,1,0,0,60.574999999999996,0.7847826086956522,81.96666666666667,0,2,4.109999999999999,19.199999999999996
S09344,Female,17,Master,Low,Yes,5.6,75.5,6.88,1.9,76.6,99.2,3,Yes,73.1,90.2,68.5,75.1,78.3,2.98,Pass,C,0,1,1,1,2,0,2,0,0,1,76.725,2.8,83.76666666666667,0,1,7.1,21.700000000000003
S09345,Female,15,High School,Low,Yes,2.91,88.7,6.35,1.4,74.9,87.7,0,Yes,48.9,49.3,48.8,39.6,46.7,1.73,Fail,F,0,1,1,0,0,0,0,1,0,0,46.65,1.9400000000000002,83.76666666666667,0,1,2.91,9.699999999999996
S09346,Female,17,Bachelor,Low,Yes,4.01,89.8,7.52,3.7,67.8,66.4,1,No,63.1,56.7,57.1,60.0,60.3,2.31,Pass,D,0,1,0,1,1,0,1,1,0,0,59.225,1.0552631578947367,74.66666666666667,0,2,4.51,6.399999999999999
S09347,Male,16,High School,Low,Yes,1.59,96.2,6.99,1.7,63.0,93.4,1,Yes,53.3,56.6,60.1,43.0,53.1,1.98,Pass,D,1,1,1,1,0,0,1,1,0,0,53.25,0.8833333333333333,84.2,1,1,2.09,17.1
S09348,Female,16,Bachelor,Medium,Yes,5.03,87.6,6.25,2.2,44.9,76.7,2,No,70.7,56.4,63.4,64.9,68.8,3.12,Pass,C,0,1,0,1,1,1,2,0,1,0,63.85,2.1869565217391305,69.73333333333333,0,1,6.03,14.300000000000004
S09349,Female,15,Bachelor,Medium,Yes,2.03,87.3,6.88,0.8,98.3,69.5,2,No,50.9,51.1,68.0,58.3,52.9,2.14,Pass,D,0,1,0,1,1,1,1,0,0,1,57.075,2.255555555555555,85.03333333333333,0,1,3.03,17.1
S09350,Female,18,PhD,Medium,Yes,2.84,76.6,6.42,1.9,46.8,56.3,2,No,45.6,42.6,53.5,45.7,48.0,2.09,Fail,F,0,1,0,0,3,1,0,0,1,0,46.849999999999994,1.42,59.9,0,1,3.84,10.899999999999999
S09351,Female,18,High School,Medium,Yes,3.61,84.5,7.0,2.4,79.2,61.0,1,No,29.9,36.3,50.5,43.7,42.7,1.68,Fail,F,0,1,0,0,0,1,0,0,0,1,40.099999999999994,1.444,74.9,0,2,4.109999999999999,20.6
S09352,Female,16,High School,Medium,Yes,2.06,74.8,8.43,0.6,73.4,100.0,1,No,45.5,51.5,40.8,44.1,43.8,1.99,Fail,F,0,1,0,0,0,1,0,1,0,0,45.475,2.942857142857143,82.73333333333333,0,2,2.56,10.700000000000003
S09353,Male,17,High School,Low,Yes,4.3,68.0,7.15,2.3,84.4,77.1,2,No,68.4,70.8,58.4,62.1,69.0,2.49,Pass,C,1,1,0,1,0,0,2,0,0,1,64.925,1.7916666666666667,76.5,0,2,5.3,12.399999999999999
S09354,Male,18,High School,Medium,Yes,2.21,82.3,7.2,3.3,50.1,66.4,1,Yes,22.4,27.7,29.0,40.7,35.0,1.52,Fail,F,1,1,1,0,0,1,0,0,0,1,29.95,0.65,66.26666666666667,0,2,2.71,18.300000000000004
S09355,Female,16,Master,Medium,Yes,4.0,80.0,8.42,0.0,67.6,71.2,1,Yes,74.4,86.3,56.2,60.1,69.2,2.72,Pass,C,0,1,1,1,2,1,2,1,0,0,69.25,40.0,72.93333333333334,0,2,4.5,30.099999999999994
S09356,Male,17,Master,High,Yes,4.28,91.1,7.27,1.5,87.1,72.1,3,No,75.8,62.8,77.4,57.0,66.2,2.16,Pass,C,1,1,0,1,2,2,2,0,0,1,68.25,2.675,83.43333333333334,0,2,5.78,20.400000000000006
S09357,Male,17,Bachelor,Low,Yes,3.69,75.4,7.43,6.3,82.8,69.2,5,No,33.2,31.8,31.8,33.1,30.2,0.82,Fail,F,1,1,0,0,1,0,0,0,0,1,32.475,0.5765625000000001,75.8,0,2,6.1899999999999995,1.4000000000000021
S09358,Female,18,Master,Low,Yes,3.85,100.0,7.14,2.2,70.0,33.1,3,No,51.6,57.3,38.3,45.7,48.2,1.71,Fail,F,0,1,0,0,2,0,0,0,0,1,48.224999999999994,1.6739130434782608,67.7,0,2,5.35,19.0
S09359,Female,16,High School,Medium,Yes,6.04,80.2,6.62,4.2,81.5,82.7,1,Yes,66.1,68.1,62.1,54.6,64.1,2.65,Pass,D,0,1,1,1,0,1,1,1,0,0,62.724999999999994,1.4046511627906977,81.46666666666667,0,1,6.54,13.499999999999993
S09360,Male,17,High School,Medium,Yes,3.5,84.3,7.45,2.5,100.0,96.7,2,Yes,56.7,51.9,42.9,51.3,46.6,2.24,Fail,F,1,1,1,0,0,1,0,0,0,1,50.7,1.346153846153846,93.66666666666667,0,2,4.5,13.800000000000004
S09361,Female,17,High School,Low,Yes,3.13,79.3,8.7,2.0,96.3,74.3,2,No,58.7,55.1,46.2,34.6,47.2,2.08,Fail,F,0,1,0,0,0,0,0,1,0,0,48.65,1.4904761904761903,83.29999999999998,0,2,4.13,24.1
S09362,Male,15,Master,Medium,No,3.4,92.8,5.68,3.9,94.6,76.8,1,No,64.3,61.0,70.7,58.4,63.9,2.8,Pass,D,1,0,0,1,2,1,1,1,0,0,63.6,0.85,88.06666666666666,0,0,3.9,12.300000000000004
S09363,Male,15,Bachelor,Low,Yes,4.53,82.9,6.54,4.3,88.2,57.6,1,Yes,77.4,76.8,81.6,83.9,80.8,3.08,Pass,B,1,1,1,1,1,0,3,1,0,0,79.925,1.0295454545454548,76.23333333333333,0,1,5.03,7.1000000000000085
S09364,Female,18,Bachelor,High,Yes,5.8,75.2,6.15,1.2,82.7,64.3,0,No,58.8,70.9,67.5,54.6,62.5,2.14,Pass,D,0,1,0,1,1,2,1,0,0,1,62.949999999999996,4.461538461538462,74.06666666666668,0,1,5.8,16.300000000000004
S09365,Male,15,High School,Low,Yes,2.8,66.7,6.26,0.9,69.7,75.7,3,No,48.0,36.2,40.5,40.5,39.9,1.51,Fail,F,1,1,0,0,0,0,0,1,0,0,41.3,2.8,70.7,0,1,4.3,11.799999999999997
S09366,Male,16,High School,Low,Yes,1.91,90.7,8.22,0.4,80.8,72.7,1,No,45.8,44.5,44.1,34.3,43.7,1.85,Fail,F,1,1,0,0,0,0,0,1,0,0,42.175,3.82,81.39999999999999,1,2,2.41,11.5
S09367,Male,18,PhD,Low,No,4.4,91.5,6.84,1.2,100.0,67.4,1,Yes,81.1,77.9,66.8,79.4,72.1,2.83,Pass,C,1,0,1,1,3,0,2,1,0,0,76.30000000000001,3.3846153846153846,86.3,0,1,4.9,14.299999999999997
S09368,Female,18,High School,Medium,Yes,1.36,88.4,7.72,4.2,93.8,85.8,3,No,54.4,59.3,46.7,45.0,53.6,2.02,Pass,D,0,1,0,1,0,1,1,1,0,0,51.349999999999994,0.3162790697674419,89.33333333333334,0,2,2.8600000000000003,14.299999999999997
S09369,Female,15,Master,Low,Yes,3.31,82.8,6.33,2.5,74.6,72.7,1,Yes,45.9,37.9,40.2,42.5,43.6,1.75,Fail,F,0,1,1,0,2,0,0,0,0,1,41.625,1.273076923076923,76.69999999999999,0,1,3.81,8.0
S09370,Female,17,High School,Medium,Yes,3.37,81.8,6.36,4.3,48.6,78.5,0,Yes,28.8,31.2,28.3,34.7,30.1,1.19,Fail,F,0,1,1,0,0,1,0,1,0,0,30.75,0.765909090909091,69.63333333333334,0,1,3.37,6.400000000000002
S09371,Female,16,High School,High,No,2.87,92.8,5.98,0.9,91.4,62.1,1,No,76.0,70.0,81.8,90.1,79.2,2.78,Pass,C,0,0,0,1,0,2,2,0,0,1,79.475,2.87,82.10000000000001,0,0,3.37,20.099999999999994
S09372,Male,16,Bachelor,Low,Yes,2.94,84.0,8.45,1.0,94.0,83.0,2,No,66.0,60.1,63.4,58.2,59.9,2.49,Pass,D,1,1,0,1,1,0,1,0,0,1,61.925,2.6727272727272724,87.0,0,2,3.94,7.799999999999997
S09373,Female,16,High School,Medium,Yes,1.02,96.2,7.78,1.9,71.9,54.5,1,No,38.3,39.5,32.6,32.0,36.9,1.26,Fail,F,0,1,0,0,0,1,0,0,0,1,35.6,0.51,74.2,1,2,1.52,7.5
S09374,Female,18,Bachelor,Low,Yes,1.96,84.0,5.95,2.9,70.0,70.0,1,No,42.7,38.9,50.2,53.8,45.9,1.66,Fail,F,0,1,0,0,1,0,0,0,1,0,46.400000000000006,0.6533333333333333,74.66666666666667,1,0,2.46,14.899999999999999
S09375,Female,16,Bachelor,Medium,Yes,4.12,83.6,8.14,2.3,50.8,75.6,1,No,56.6,62.4,43.5,45.5,53.7,2.48,Pass,D,0,1,0,1,1,1,1,1,0,0,52.0,1.7166666666666668,69.99999999999999,0,2,4.62,18.9
S09376,Female,17,Bachelor,Low,Yes,0.55,88.7,6.74,3.5,98.8,63.7,1,No,20.8,25.5,44.2,18.5,28.3,1.02,Fail,F,0,1,0,0,1,0,0,0,1,0,27.25,0.1527777777777778,83.73333333333333,1,1,1.05,25.700000000000003
S09377,Male,17,Master,Low,Yes,2.9,98.9,7.45,3.1,73.8,70.6,2,No,50.8,28.0,31.4,49.2,40.1,1.74,Fail,F,1,1,0,0,2,0,0,0,1,0,39.849999999999994,0.9062499999999999,81.1,0,2,3.9,22.799999999999997
S09378,Male,15,Bachelor,Medium,Yes,2.62,96.8,7.05,3.2,83.9,80.2,1,Yes,49.0,40.7,34.3,70.0,45.7,1.68,Fail,F,1,1,1,0,1,1,0,0,1,0,48.5,0.793939393939394,86.96666666666667,0,2,3.12,35.7
S09379,Male,16,High School,Low,Yes,0.61,84.5,5.56,3.5,63.5,80.5,3,Yes,26.3,18.5,39.2,24.9,28.4,1.28,Fail,F,1,1,1,0,0,0,0,0,0,1,27.225,0.16944444444444443,76.16666666666667,1,0,2.11,20.700000000000003
S09380,Female,18,Bachelor,High,Yes,5.03,81.3,6.17,4.1,58.3,69.7,1,No,50.8,56.6,53.8,56.6,51.7,2.31,Pass,D,0,1,0,1,1,2,1,1,0,0,54.449999999999996,1.1976190476190478,69.76666666666667,0,1,5.53,5.800000000000004
S09381,Female,15,Bachelor,Medium,Yes,1.76,72.9,8.35,0.0,100.0,63.9,2,No,53.3,54.7,46.3,55.4,54.8,2.54,Pass,D,0,1,0,1,1,1,1,1,0,0,52.425000000000004,17.599999999999998,78.93333333333334,0,2,2.76,9.100000000000001
S09382,Male,17,High School,Medium,Yes,3.66,91.9,7.94,2.5,74.2,76.4,1,No,60.9,55.0,56.3,63.8,56.8,2.55,Pass,D,1,1,0,1,0,1,1,1,0,0,59.0,1.4076923076923078,80.83333333333333,0,2,4.16,8.799999999999997
S09383,Female,16,Master,High,Yes,2.44,67.2,5.98,3.8,68.7,100.0,1,No,58.7,25.7,31.0,46.8,40.1,1.52,Fail,F,0,1,0,0,2,2,0,0,0,1,40.55,0.6256410256410256,78.63333333333333,0,0,2.94,33.0
S09384,Female,17,Bachelor,High,No,1.99,100.0,7.21,6.3,100.0,78.7,0,No,41.3,38.2,23.3,38.0,33.4,1.63,Fail,F,0,0,0,0,1,2,0,0,0,1,35.2,0.31093750000000003,92.89999999999999,1,2,1.99,17.999999999999996
S09385,Male,15,Master,Medium,Yes,2.72,93.4,6.79,2.3,94.8,95.4,1,Yes,58.5,45.9,52.5,58.1,51.4,2.09,Pass,D,1,1,1,1,2,1,1,1,0,0,53.75,1.1333333333333335,94.53333333333335,0,1,3.22,12.600000000000001
S09386,Male,17,Master,Medium,Yes,2.57,77.5,8.14,0.0,69.2,73.3,3,Yes,54.4,51.0,49.8,60.2,56.0,2.14,Pass,D,1,1,1,1,2,1,1,0,1,0,53.849999999999994,25.699999999999996,73.33333333333334,0,2,4.07,10.400000000000006
S09387,Female,16,Bachelor,Medium,Yes,2.78,97.3,6.8,4.6,91.1,74.8,3,No,55.2,60.1,52.5,55.9,60.3,2.14,Pass,D,0,1,0,1,1,1,1,1,0,0,55.925000000000004,0.5914893617021277,87.73333333333332,0,1,4.279999999999999,7.600000000000001
S09388,Female,16,Bachelor,Medium,Yes,2.06,90.5,6.23,0.7,55.9,36.3,4,No,27.6,31.4,36.8,38.6,33.2,1.72,Fail,F,0,1,0,0,1,1,0,0,0,1,33.6,2.575,60.9,0,1,4.0600000000000005,11.0
S09389,Female,15,Bachelor,Medium,Yes,1.78,89.7,7.74,3.2,75.2,67.5,4,No,54.3,43.9,32.9,45.2,45.9,1.87,Fail,F,0,1,0,0,1,1,0,0,1,0,44.075,0.5393939393939393,77.46666666666667,1,2,3.7800000000000002,21.4
S09390,Male,16,Bachelor,High,Yes,4.21,82.3,8.19,3.3,67.4,84.8,0,No,53.0,62.7,41.1,42.5,50.5,2.04,Pass,D,1,1,0,1,1,2,1,0,0,1,49.825,1.238235294117647,78.16666666666666,0,2,4.21,21.6
S09391,Male,17,Master,Low,Yes,3.01,90.5,7.39,2.7,86.3,74.1,1,No,41.4,41.1,43.2,49.8,45.1,2.16,Fail,F,1,1,0,0,2,0,0,0,1,0,43.875,1.0749999999999997,83.63333333333333,0,2,3.51,8.699999999999996
S09392,Male,17,Master,Medium,Yes,2.93,70.8,7.57,0.0,100.0,68.8,0,No,56.1,45.5,50.5,41.0,51.5,2.25,Pass,D,1,1,0,1,2,1,1,0,1,0,48.275,29.3,79.86666666666666,0,2,2.93,15.100000000000001
S09393,Male,18,High School,Medium,Yes,1.93,85.6,5.8,2.0,54.6,70.8,4,Yes,39.2,44.7,54.4,52.3,49.2,1.86,Fail,F,1,1,1,0,0,1,0,1,0,0,47.650000000000006,0.919047619047619,70.33333333333334,1,0,3.9299999999999997,15.199999999999996
S09394,Female,18,Bachelor,High,No,4.89,78.2,5.72,0.1,100.0,96.3,1,No,48.4,73.4,58.0,59.2,61.7,2.57,Pass,D,0,0,0,1,1,2,1,1,0,0,59.75,24.449999999999996,91.5,0,0,5.39,25.000000000000007
S09395,Male,18,PhD,Low,Yes,2.9,82.1,5.65,3.2,91.2,60.5,1,No,42.8,33.2,48.8,41.7,39.4,2.0,Fail,F,1,1,0,0,3,0,0,1,0,0,41.625,0.8787878787878787,77.93333333333334,0,0,3.4,15.599999999999994
S09396,Male,17,Bachelor,Medium,Yes,0.73,78.1,8.05,1.2,65.0,85.5,2,No,13.4,35.4,17.3,6.1,18.8,0.56,Fail,F,1,1,0,0,1,1,0,1,0,0,18.049999999999997,0.5615384615384615,76.2,1,2,1.73,29.299999999999997
S09397,Female,17,Master,Medium,Yes,3.33,78.6,6.61,0.0,65.3,94.4,1,Yes,58.5,53.9,66.6,55.7,57.8,2.69,Pass,D,0,1,1,1,2,1,1,0,0,1,58.675,33.3,79.43333333333334,0,1,3.83,12.699999999999996
S09398,Female,15,Master,Low,Yes,2.08,97.9,7.83,3.6,69.3,80.3,2,No,37.2,37.9,36.9,31.8,35.5,0.85,Fail,F,0,1,0,0,2,0,0,1,0,0,35.95,0.5621621621621622,82.5,0,2,3.08,6.099999999999998
S09399,Female,18,High School,Medium,Yes,4.09,70.7,6.4,0.6,67.0,56.8,1,No,61.4,66.9,63.7,70.9,66.1,2.86,Pass,C,0,1,0,1,0,1,2,0,0,1,65.725,5.842857142857143,64.83333333333334,0,1,4.59,9.500000000000007
S09400,Male,17,High School,Medium,Yes,4.25,89.1,6.99,2.7,67.5,79.4,2,No,46.1,60.6,49.2,57.0,55.9,2.39,Pass,D,1,1,0,1,0,1,1,1,0,0,53.225,1.5178571428571428,78.66666666666666,0,1,5.25,14.5
S09401,Female,15,Bachelor,Low,Yes,4.11,73.7,6.19,1.4,52.8,78.1,1,No,43.6,51.9,60.9,64.9,54.9,1.7,Pass,D,0,1,0,1,1,0,1,1,0,0,55.325,2.74,68.2,0,1,4.61,21.300000000000004
S09402,Female,17,Bachelor,Medium,Yes,2.45,98.2,6.67,3.8,77.1,93.0,4,Yes,44.9,52.9,48.6,46.2,49.5,2.26,Fail,F,0,1,1,0,1,1,0,0,0,1,48.150000000000006,0.6282051282051283,89.43333333333334,0,1,4.45,8.0
S09403,Male,15,Bachelor,High,Yes,2.86,89.3,5.29,3.7,91.2,67.7,4,No,42.8,58.1,44.6,45.2,48.8,1.83,Fail,F,1,1,0,0,1,2,0,0,1,0,47.675,0.7526315789473683,82.73333333333333,0,0,4.859999999999999,15.300000000000004
S09404,Male,18,Bachelor,High,No,3.3,71.0,6.68,2.9,71.4,37.8,3,Yes,63.1,50.3,52.5,57.2,56.0,2.01,Pass,D,1,0,1,1,1,2,1,1,0,0,55.775000000000006,1.0999999999999999,60.066666666666656,0,1,4.8,12.800000000000004
S09405,Female,18,Master,Medium,Yes,4.07,88.3,6.59,2.3,84.5,55.5,3,No,51.1,40.6,44.2,47.9,46.6,1.55,Fail,F,0,1,0,0,2,1,0,1,0,0,45.95,1.6958333333333335,76.1,0,1,5.57,10.5
S09406,Male,18,High School,Medium,Yes,1.75,78.0,5.31,1.8,96.9,67.2,4,No,49.8,45.5,46.7,44.4,45.6,1.8,Fail,F,1,1,0,0,0,1,0,0,0,1,46.6,0.9210526315789473,80.7,1,0,3.75,5.399999999999999
S09407,Female,17,High School,Low,Yes,3.11,87.3,7.42,0.7,57.6,70.2,0,No,38.2,48.5,49.3,43.4,49.3,1.44,Fail,F,0,1,0,0,0,0,0,1,0,0,44.85,3.8875,71.7,0,2,3.11,11.099999999999994
S09408,Female,17,High School,High,Yes,5.24,71.7,7.57,1.6,70.0,82.1,1,Yes,52.5,57.1,49.0,61.5,57.5,2.71,Pass,D,0,1,1,1,0,2,1,0,0,1,55.025,3.0823529411764703,74.6,0,2,5.74,12.5
S09409,Male,15,Bachelor,Low,Yes,2.36,97.3,6.34,3.2,57.4,68.6,1,No,34.7,38.7,44.1,33.3,39.4,1.38,Fail,F,1,1,0,0,1,0,0,0,0,1,37.7,0.7151515151515151,74.43333333333332,0,1,2.86,10.800000000000004
S09410,Female,16,High School,Medium,Yes,2.97,65.0,5.79,5.4,59.0,61.9,2,No,38.3,45.0,36.1,35.9,37.7,1.83,Fail,F,0,1,0,0,0,1,0,0,0,1,38.825,0.54,61.96666666666667,0,0,3.97,9.100000000000001
